_00_LOGTIME,_01_DENSITY,_02_PRESS,_03_PUMP_RATE,_04_PUMP_TTL,_05_PRESS_1,_06_PRESS_2,_07_RATE_1,_08_RATE_2,_09_WTR_RATE,_10_DENS_BKUP,_11_WATER_STG_TTL,_12_PUMP_STG_TTL,_13_JOB_NUMBER,_14_MARKER
46170.337755,8.619001,18,0,29.524999,18,-18,0,0,0,0,0,29.524999,2,0
46170.337766,8.619001,18,0,29.524999,18,-18,0,0,0,0,0,29.524999,2,0
46170.337778,8.619001,18,0,29.524999,18,-18,0,0,0,0,0,29.524999,2,0
46170.337789,8.630001,18,0,29.524999,18,-18,0,0,0,0,0,29.524999,2,0
46170.337801,8.630001,18,0,29.524999,18,-18,0,0,0,0,0,29.524999,2,0
46170.337813,8.654001,18,0.024214,29.525237,18,-18,0.024214,0,0,0,0,29.525237,2,0
46170.337836,8.666001,18,0.0605,29.525714,18,-18,0.0605,0,0,0,0,29.525714,2,0
46170.337847,8.720001,18,0.153048,29.527618,18,-18,0.153048,0,0,0,0,29.527618,2,0
46170.337859,8.806001,18,0.233429,29.531666,18,-18,0.233429,0,0,0,0,29.531666,2,0
46170.33787,8.588001,18,0.226238,29.53619,18,-18,0.226238,0,0,0,0,29.53619,2,0
46170.337882,8.180001,18,0.239238,29.539999,18,-18,0.239238,0,0,0,0,29.539999,2,0
46170.337894,7.699001,18,0.249143,29.544285,18,-18,0.249143,0,0,0,0,29.544285,2,0
46170.337905,7.089001,18,0.249429,29.549523,18,-18,0.249429,0,0,0,0,29.549523,2,0
46170.337917,6.584001,18,0.286,29.554047,18,-18,0.286,0,0,0,0,29.554047,2,0
46170.337928,6.044001,18,0.193429,29.558333,18,-18,0.193429,0,0,0,0,29.558333,2,0
46170.33794,5.550001,18,0.169167,29.561428,18,-18,0.169167,0,0,0,0,29.561428,2,0
46170.337951,4.916001,18,0.099119,29.563809,18,-18,0.099119,0,0,0,0,29.563809,2,0
46170.337963,4.158001,18,0.093952,29.565476,18,-18,0.093952,0,0,0,0,29.565476,2,0
46170.337975,3.522001,18,0.062571,29.567142,18,-18,0.062571,0,0,0,0,29.567142,2,0
46170.337986,2.932001,18,0.02881,29.567856,18,-18,0.02881,0,0,0,0,29.567856,2,0
46170.337998,2.486001,18,0.019095,29.568333,18,-18,0.019095,0,0,0,0,29.568333,2,0
46170.338009,2.084001,18,0.006929,29.568571,18,-18,0.006929,0,0,0,0,29.568571,2,0
46170.338021,1.790001,18,0.000786,29.568571,18,-18,0.000786,0,0,0,0,29.568571,2,0
46170.338032,1.555001,18,0,29.568571,18,-18,0,0,0,0,0,29.568571,2,0
46170.338044,1.320001,18,0,29.568571,18,-18,0,0,0,0,0,29.568571,2,0
46170.338067,1.168001,18,0,29.568571,18,-18,0,0,0,0,0,29.568571,2,0
46170.338079,1.035001,18,0,29.568571,18,-18,0,0,0,0,0,29.568571,2,0
46170.33809,0.941001,18,0,29.568571,18,-18,0,0,0,0,0,29.568571,2,0
46170.338102,0.846001,18,0,29.568571,18,-18,0,0,0,0,0,29.568571,2,0
46170.338113,0.788001,18,0,29.568571,18,-18,0,0,0,0,0,29.568571,2,0
46170.338125,0.729001,18,0,29.568571,18,-18,0,0,0,0,0,29.568571,2,0
46170.338137,0.714001,18,0,29.568571,18,-18,0,0,0,0,0,29.568571,2,0
46170.338148,1.488001,18,0,29.568571,18,-18,0,0,0,0,0,29.568571,2,0
46170.33816,2.552001,18,0,29.568571,18,-18,0,0,0,0,0,29.568571,2,0
46170.338171,3.594001,18,0,29.568571,18,-18,0,0,0,0,0,29.568571,2,0
46170.338183,3.669001,18,0,0,18,-18,0,0,0,0,0,0,2,1
46170.3375,3.320001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338206,2.858001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338218,2.428001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338229,2.095001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338241,1.778001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338252,1.555001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338264,1.344001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338275,1.188001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338287,1.061001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.33831,0.941001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338322,0.859001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338333,0.776001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338345,0.721001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338356,0.670001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338368,0.635001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.33838,0.604001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338391,0.576001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338403,0.565001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338414,0.541001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338426,0.530001,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338438,0.518,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338449,0.506,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338461,0.499,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338472,0.495,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338484,0.495,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338507,0.482,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.33853,0.482,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338542,0.482,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338553,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338565,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338576,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338588,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.3386,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338611,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338623,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338634,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338646,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338657,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338669,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338681,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338692,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338704,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338715,0.471,18,0,0,18,-18,0,0,0,0,0,0,2,0
46170.338727,0.471,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338738,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338762,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338773,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338785,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338796,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338808,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338819,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338831,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338843,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338854,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338866,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338877,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338194,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.3389,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338912,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338924,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338935,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338947,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338958,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.33897,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.338993,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.339005,0.459,18,0,0,18,-9,0,0,0,0,0,0,2,0
46170.339016,0.459,18,0.019857,0.000238,18,-9,0.019857,0,0,0,0,0.000238,2,0
46170.339028,0.459,18,0.144667,0.001667,18,-9,0.144667,0,0,0,0,0.001667,2,0
46170.339039,0.459,18,0.273071,0.005238,18,-9,0.273071,0,0,0,0,0.005238,2,0
46170.339051,0.459,18,0.290333,0.010238,18,-9,0.290333,0,0,0,0,0.010238,2,0
46170.339063,0.459,18,0.251429,0.014286,18,-9,0.251429,0,0,0,0,0.014286,2,0
46170.339074,0.459,18,0.230405,0.019048,18,-9,0.230405,0,0,0,0,0.019048,2,0
46170.339086,0.459,18,0.263071,0.023571,18,-9,0.263071,0,0,0,0,0.023571,2,0
46170.339097,0.459,18,0.274714,0.02881,18,-9,0.274714,0,0,0,0,0.02881,2,0
46170.339109,0.459,18,0.33169,0.03381,18,-9,0.33169,0,0,0,0,0.033095,2,0
46170.33912,0.459,18,0.508262,0.04119,18,-9,0.508262,0,0,0,0,0.04119,2,0
46170.339132,0.459,18,0.374,0.04881,18,-9,0.374,0,0,0,0,0.04881,2,0
46170.339144,0.459,18,0.369095,0.055,18,-9,0.369095,0,0,0,0,0.055,2,0
46170.339155,0.459,18,0.382143,0.061905,18,-9,0.382143,0,0,0,0,0.061905,2,0
46170.339167,0.459,18,0.356357,0.068095,18,-9,0.356357,0,0,0,0,0.068095,2,0
46170.339178,0.459,18,0.380595,0.074762,18,-9,0.380595,0,0,0,0,0.074762,2,0
46170.33919,0.459,18,0.277024,0.080238,18,-9,0.277024,0,0,0,0,0.080238,2,0
46170.339201,0.459,18,0.267,0.085476,18,-9,0.267,0,0,0,0,0.085476,2,0
46170.339225,0.459,18,0.227214,0.090238,18,-9,0.227214,0,0,0,0,0.090238,2,0
46170.339236,0.459,18,0.270881,0.094286,18,-9,0.270881,0,0,0,0,0.094286,2,0
46170.339248,0.459,18,0.278571,0.09881,18,-9,0.278571,0,0,0,0,0.09881,2,0
46170.339259,0.459,18,0.298143,0.104524,18,-9,0.298143,0,0,0,0,0.104524,2,0
46170.339271,0.459,18,0.351857,0.110238,18,-9,0.351857,0,0,0,0,0.110238,2,0
46170.339282,0.459,18,0.308429,0.115952,18,-9,0.308429,0,0,0,0,0.115952,2,0
46170.339294,0.459,18,0.311738,0.121429,18,-9,0.311738,0,0,0,0,0.121429,2,0
46170.339306,0.459,18,0.288738,0.126429,18,-9,0.288738,0,0,0,0,0.126429,2,0
46170.339317,0.459,18,0.244524,0.13119,18,-9,0.244524,0,0,0,0,0.13119,2,0
46170.339329,0.459,18,0.295476,0.13619,18,-9,0.295476,0,0,0,0,0.13619,2,0
46170.33934,0.459,18,0.268952,0.140476,18,-9,0.268952,0,0,0,0,0.140476,2,0
46170.339352,0.459,18,0.212643,0.145,18,-9,0.212643,0,0,0,0,0.145,2,0
46170.339363,0.459,18,0.217143,0.147857,18,-9,0.217143,0,0,0,0,0.147857,2,0
46170.339375,0.459,18,0.197095,0.151429,18,-9,0.197095,0,0,0,0,0.151429,2,0
46170.339387,0.459,18,0.204119,0.155952,18,-9,0.204119,0,0,0,0,0.155952,2,0
46170.339398,0.459,18,0.191286,0.159286,18,-9,0.191286,0,0,0,0,0.159286,2,0
46170.33941,0.459,18,0.128238,0.162143,18,-9,0.128238,0,0,0,0,0.162143,2,0
46170.339421,0.459,18,0.106286,0.164048,18,-9,0.106286,0,0,0,0,0.164048,2,0
46170.339444,0.459,18,0.099476,0.16619,18,-9,0.099476,0,0,0,0,0.16619,2,0
46170.339456,0.459,18,0.094857,0.167619,18,-9,0.094857,0,0,0,0,0.167619,2,0
46170.339468,0.459,18,0.054667,0.169048,18,-9,0.054667,0,0,0,0,0.169048,2,0
46170.339479,0.459,18,0.049595,0.169762,18,-9,0.049595,0,0,0,0,0.169762,2,0
46170.339491,0.459,18,0.068095,0.170952,18,-9,0.068095,0,0,0,0,0.170952,2,0
46170.339502,0.459,18,0.034167,0.171905,18,-9,0.034167,0,0,0,0,0.171905,2,0
46170.339514,0.459,18,0.013286,0.172143,18,-9,0.013286,0,0,0,0,0.172143,2,0
46170.339525,0.459,18,0.00769,0.172381,18,-9,0.00769,0,0,0,0,0.172381,2,0
46170.339537,0.459,18,0.001595,0.172381,18,-9,0.001595,0,0,0,0,0.172381,2,0
46170.339549,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.33956,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339572,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.338889,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339595,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339606,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339618,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.33963,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339641,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339653,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339676,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339688,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339699,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339711,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339722,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339734,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339745,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339757,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339769,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.33978,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339792,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339803,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339815,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339826,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339838,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.33985,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339861,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339873,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339884,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339907,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339919,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339931,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339942,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339954,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339965,0.459,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339977,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339988,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.34,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340012,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340023,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340035,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340046,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340058,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340069,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340081,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340093,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340104,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340116,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340139,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.34015,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340162,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340174,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340185,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340197,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340208,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.34022,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340231,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340243,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340255,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340266,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.339583,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340289,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340301,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340312,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340324,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340336,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340359,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.34037,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340382,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340394,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340405,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340417,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340428,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.34044,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340451,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340463,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340475,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340486,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340498,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340509,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340521,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340532,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340544,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340556,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340567,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340579,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340602,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340613,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340625,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340637,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340648,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.34066,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340671,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340683,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340694,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340706,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340718,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340729,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340741,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340752,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340764,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340775,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340787,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340799,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340822,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340833,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340845,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340856,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340868,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.34088,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340891,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340903,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340914,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340926,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340937,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340949,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340961,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340278,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340984,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340995,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341007,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341019,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.34103,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341053,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341065,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341076,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341088,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.3411,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341111,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341123,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341134,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341146,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341157,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341169,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341181,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341192,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341204,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341215,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341227,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341238,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.34125,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341273,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341285,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341296,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341308,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341319,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341331,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341343,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341354,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341366,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341377,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341389,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.3414,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341412,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341424,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341435,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341447,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341458,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.34147,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341481,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341505,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341516,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341528,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341539,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341551,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341562,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341574,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341586,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341597,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341609,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.34162,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341632,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341644,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.341655,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
46170.340972,0.448,18,0,0.172381,18,-9,0,0,0,0,0,0.172381,2,0
